,#VALUE!,,,Space,,Object,D86E6CE5EF9C113BE4F8BEDBA76A6EC3,BadImage
,#VALUE!,,,Cars,,Object,1A7B641C57BFAC84277E69724A60EA17,BadImage
,#VALUE!,,,Cars,,Object,AFF8ED1638B5F4B4D69F830CB44C84A7,BadImage
,#VALUE!,,,Cars,,Object,B5D6E1191F6D0D2D39299C6720E33957,BadImage
,#VALUE!,,,Cars,,Object,F6022DDACAAF6A3E93393A286C9545F6,BadImage
,#VALUE!,,,Drawing,,Object,F8D9FA16F36A403BE80CB3877901984F,BadImage
,#VALUE!,,,Builging Blocks,,Object,990D5D9F656758DED85C37B2C3514D8F,BadImage
,#VALUE!,,,Builging Blocks,,Object,E2C14C7D670161B28FB6EE99429E7247,BadImage
,#VALUE!,,,Builging Blocks,,Object,1A96D8446110B5F225E4895B0A1C9654,BadImage
,#VALUE!,,,Builging Blocks,,Object,87906ADA61F270910C9840FBA8D9B387,BadImage
,#VALUE!,,,Builging Blocks,,Object,BF70B66C549B9030DE13582597E294D8,BadImage
,#VALUE!,,,Builging Blocks,,Object,84E71ED47F864FDF7880D7DC28D91AA1,BadImage
,#VALUE!,,,Animals,,Object,8C02673D73709273E1FB5B05FEF23123,BadImage
,#VALUE!,,,Animals,,Object,517F4CBDB9B3FD9A64625D6420FBD0DA,BadImage
,#VALUE!,,,Singing,,Object,CE74E2CE4C881FB71697249BF0AC2AFF,BadImage
,#VALUE!,,,Adventures,,Object,31D00B9F8DCB1EE79013E25C8112ED16,BadImage
,#VALUE!,,,Adventures,,Object,45303D69345BE6588111FA0354EDE666,BadImage
Whale,Кит,,WordsStartingWithLetters,,W,Object,9C3E8C73A22F0C2CAA74DFF43F64B705,BadImage
Ball,Мяч,,WordsStartingWithLetters,,B,Object,04ADFF70235E32B1AAF918CF06D5FC33,BadImage
Puddle,Лужа,,WordsStartingWithLetters,,P,Object,545ACB4EC5722FFEDE273318E700ABF3,BadImage
Jelly,Желе,,WordsStartingWithLetters,,J,Object,0326C4BAE322E9BA474965368A65461A,BadImage
Nickel,Никель,,WordsStartingWithLetters,,N,Object,04851420987DF6B6F308FC51EA537378,BadImage
Horn,Рог,,WordsStartingWithLetters,,H,Object,27BF4C587294F372E8C572CC48DD38A2,BadImage
Idol,Кумир,,WordsStartingWithLetters,,I,Object,FBA9C0F6512BC294D225AD126CF26008,BadImage
Image,Изображение,,WordsStartingWithLetters,,I,Object,AB1F15416A18F463DCC9F03257A73A9A,BadImage
Jig,Джиг,,WordsStartingWithLetters,,J,Object,450EB7EC0B41C3C615AA92FC069A8004,BadImage
Fan,Вентилятор,,WordsStartingWithLetters,,F,Object,58908EA03D1EAC928385C3652C2274F0,BadImage
Towel,Полотенце,,WordsStartingWithLetters,,T,Object,181F9F310B7870B8394B78AC1C129A82,BadImage
Top,Вершина,,WordsStartingWithLetters,,T,Object,F2DDB933A981027B2FBF2D2FBC2ED10F,BadImage
Witch,Ведьма,,WordsStartingWithLetters,,W,Object,EBE466F28BB9A9C612B21753034159E7,BadImage
Bait,Приманка,,Diphthong,,,Object,86A6F1C0C1C801DC1A6E256972D96D7C,BadImage
Poem,Стих,,Diphthong,,,Object,42C72FE95FA081A0D8F3821C066C2564,BadImage
Soap,Мыло,,Diphthong,,,Object,394E498F4824E498A6378EA0CF336E3A,BadImage
Bird,Птица,,Diphthong,,,Object,0484160C31FCD4E023EA4A81FFA4EFBF,BadImage
Goal,Цель,,Diphthong,,,Object,BE0FD5244F31A9702A27CCBEF3F28428,BadImage
Phone,Телефон,,Digraph,,,Object,772983B8FFAC2EE0D75F6C55129AB3FE,BadImage
Chalk,Мела,,Digraph,,,Object,DD608AB86A2FE28E64B0B72266C24F41,BadImage
Phase,Фаза,,Digraph,,,Object,699127DDCC6AB939B0543B55C593E3B8,BadImage
Shell,Оболочка,,Digraph,,,Object,B977A2C9FCD34AF75ADC55CA431D0464,BadImage
,#VALUE!,,,Space,,Background,7EAD3797D75FAF6AE52550537F4B7F00,BadImage
,#VALUE!,,,Magic,,Background,1B4F88BFA36D1DBE61E5E4F15DC7BD80,BadImage
,#VALUE!,,,Space,,Background,B15CFA60B3071432B82BD9D1092A5C09,BadImage
,#VALUE!,,,Space,,Background,61E5ADEA41E157EAC01531419CA09E46,BadImage
,#VALUE!,,,Space,,Background,04E919E188FC3CBE6AC3619AADC945C9,BadImage
,#VALUE!,,,Space,,Background,A4C5D88B5C7FFCC12DD35B6455D1F227,BadImage
,#VALUE!,,,Space,,Background,750C2F0B1B7305F83008E8A0BEEED52A,BadImage
,#VALUE!,,,Space,,Background,7EC755DD44996900008006270E8EBE7F,BadImage
,#VALUE!,,,Space,,Background,350F2FB8590331369F899254F14B11D2,BadImage
,#VALUE!,,,Animals,,Background,68EDA0B0331991C1B6A0120D343C003A,BadImage
,#VALUE!,,,Animals,,Background,5035DAD9F40D172184F01D0F5371A718,BadImage
,#VALUE!,,,Animals,,Background,8EDABEC3D4A68728B84EEE5D534741B1,BadImage
,#VALUE!,,,Singing,,Background,960F38095B776CBC3B3B0A2EEF5A11CB,BadImage
,#VALUE!,,,Adventures,,Background,59DBAD1C200F988B61D02DDC39F06E08,BadImage
