Towel,Полотенце,,Diphthong,,,Object,596798BE2C6A1BBE8C56EDD47581429C,None
Foil,Фольга,,Diphthong,,,Object,7CC5D811F66E979F7FB5931A5244739D,None
Nose,Нос,,Diphthong,,,Object,1E18FDE790AB70D05EAAB55D586A24D9,None
Poem,Стих,,Diphthong,,,Object,42C72FE95FA081A0D8F3821C066C2564,None
Rope,Веревка,,Diphthong,,,Object,D6D3C57D8A25C5C9A9A460E4B9AFC2CA,None
Soap,Мыло,,Diphthong,,,Object,394E498F4824E498A6378EA0CF336E3A,None
Bird,Птица,,Diphthong,,,Object,0484160C31FCD4E023EA4A81FFA4EFBF,None
Meal,Еда,,Diphthong,,,Object,DEA987508B8C11F67A6D35877A12641C,None
Goal,Цель,,Diphthong,,,Object,BE0FD5244F31A9702A27CCBEF3F28428,None
Sheep,Овца,,Digraph,,,Object,4D57F58D9F3F48C96A6AAFD7AA58F643,None
Whale,Кит,,Digraph,,,Object,2EBCF9C39393DFDD5F17A6C17FD2C06C,None
Chain,Цепь,,Digraph,,,Object,D4DD379A1B7D5417994D348428EB9E31,None
Phone,Телефон,,Digraph,,,Object,772983B8FFAC2EE0D75F6C55129AB3FE,None
Chalk,Мела,,Digraph,,,Object,DD608AB86A2FE28E64B0B72266C24F41,None
Thumb,Большой палец,,Digraph,,,Object,0640DE8980FDD2645FFF66999BA6D686,None
Peach,Персик,,Digraph,,,Object,1C5425CDD3CFA42B951DEFD3C0D4D021,None
Cherry,вишня,,Digraph,,,Object,AA9992F158A8974B046DCF24B6F1205F,None
Thread,Нить,,Digraph,,,Object,D1ADA18EFE8CECD8537E8B416005A07F,None
Phase,Фаза,,Digraph,,,Object,699127DDCC6AB939B0543B55C593E3B8,None
Shell,Оболочка,,Digraph,,,Object,B977A2C9FCD34AF75ADC55CA431D0464,None
Cheek,Щека,,Digraph,,,Object,E0BE66D40BF78CE03C80DF8947EE9656,None
Throat,Горло,,Digraph,,,Object,B026FC4745C335075E62F1AC527B52F0,None
Dolphin,Дельфин,,Digraph,,,Object,A67136D78FB1BE14F341A2B083F345FE,None
Rhino,Носорог,,Digraph,,,Object,AE4B650683D3A22AD09576B16D91E5BF,None
Sphere,Сфера,,Digraph,,,Object,89BBC1CF21724BC90EBDAA7F9B812C80,None
Monkey,Обезьяна,,WordsStartingWithLetters,,M,Object,14E329336ECF0C049EEB57C37B039827,None
Worm,Червь,,WordsStartingWithLetters,,W,Object,16B643797F4320B1FB1EDF380C3B6B0B,None
Whale,Кит,,WordsStartingWithLetters,,W,Object,9C3E8C73A22F0C2CAA74DFF43F64B705,None
Wheel,Колесо,,WordsStartingWithLetters,,W,Object,8FE3D99A6D928DD507ACC41249671A54,None
Water,Вода,,WordsStartingWithLetters,,W,Object,4F83F2794A1BDB66E51CD724E9A2A49F,None
Ball,Мяч,,WordsStartingWithLetters,,B,Object,04ADFF70235E32B1AAF918CF06D5FC33,None
Bear,Медведь,,WordsStartingWithLetters,,B,Object,BF432AD66903551189B171AF7330760F,None
Bird,Птица,,WordsStartingWithLetters,,B,Object,54C3501A0D859CCA7F91D2D2D1C9DE3A,None
Doll,Кукла,,WordsStartingWithLetters,,D,Object,31132CC348A2A33E7114AB669E81D1FC,None
Dad,Папа,,WordsStartingWithLetters,,D,Object,0D1FAB9C71CAF74A8552C72851CF733F,None
Hand,Рука,,WordsStartingWithLetters,,H,Object,C7A869E4B596CD89D16373CA1DFCDE61,None
Heart,Сердце,,WordsStartingWithLetters,,H,Object,E47FF68E45F8E1E4B1E176FA20F9DDDF,None
Nose,Нос,,WordsStartingWithLetters,,N,Object,D46EBF8D85C20372EFB6D75F7D7837C1,None
Nest,Гнездо,,WordsStartingWithLetters,,N,Object,249E6E65E42D3CC28F81B3FA45DBEEF5,None
Moon,Луна,,WordsStartingWithLetters,,M,Object,1B10F74C39D1AA21F6288541EC6B3041,None
Napkin,Салфетка,,WordsStartingWithLetters,,N,Object,FB2ECC4341986ED58A90954695D15003,None
Noodle,Лапша,,WordsStartingWithLetters,,N,Object,F1E381663DD2D7CB8C0A3607AEF21224,None
Puddle,Лужа,,WordsStartingWithLetters,,P,Object,545ACB4EC5722FFEDE273318E700ABF3,None
Inch,Дюйм,,WordsStartingWithLetters,,I,Object,C93B9F21F9492491DB1BB907717718CC,None
Jelly,Желе,,WordsStartingWithLetters,,J,Object,0326C4BAE322E9BA474965368A65461A,None
Jingle,Джингл,,WordsStartingWithLetters,,J,Object,A7B5E07F862FA46164CC7BA1EEE2DCD7,None
Fish,Рыба,,WordsStartingWithLetters,,F,Object,8B13DB5CE4D0CDD30FBD0BA49ABEEA99,None
Frog,Лягушка,,WordsStartingWithLetters,,F,Object,B23D8050DCE1AEE245D810F4F727460B,None
Feather,Перо,,WordsStartingWithLetters,,F,Object,B90D46FC138D0EB69BBC27443B35E065,None
Toddler,Ребено� начинающий ходи�ь,,WordsStartingWithLetters,,T,Object,34C1285FCFDACAE5B937D52A1DB44557,None
Milk,Молоко,,WordsStartingWithLetters,,m,Object,9CC3F71103799569F732AE0ACDC43D65,None
Peach,Персик,,WordsStartingWithLetters,,P,Object,D0B20F3E2C111444121D6595F878EBED,None
Penny,Пенни,,WordsStartingWithLetters,,P,Object,68C1F14D4F5130008EBCF26455C7EBA8,None
Mop,Швабрый,,WordsStartingWithLetters,,M,Object,40893BFAFADC64938BEFF7F74BE1EE65,None
Notch,Нотч,,WordsStartingWithLetters,,N,Object,B015FB0215417E026E16B583D6ABFBC2,None
Nickel,Никель,,WordsStartingWithLetters,,N,Object,04851420987DF6B6F308FC51EA537378,None
Brick,Кирпич,,WordsStartingWithLetters,,B,Object,B44C90FD299FBCE7126C99F839CF8537,None
Boat,Лодка,,WordsStartingWithLetters,,B,Object,5E033D824DF4FB064659150DBA60A685,None
Bus,Автобус,,WordsStartingWithLetters,,B,Object,89B051E797C7677BBA6EF2760C7439E4,None
Dress,Одеваться,,WordsStartingWithLetters,,D,Object,FCE22ECF99D732F0A2B202A97809E6D9,None
Deer,Олень,,WordsStartingWithLetters,,D,Object,21AECC287739D572CB6CBE522846863D,None
Desk,Рабочий стол,,WordsStartingWithLetters,,D,Object,A9895AFA1EB6A125DE681938525934E1,None
Horn,Рог,,WordsStartingWithLetters,,H,Object,27BF4C587294F372E8C572CC48DD38A2,None
Ink,Чернила,,WordsStartingWithLetters,,I,Object,022A2D4B482373896FCF5B2755063317,None
Iris,Ирис,,WordsStartingWithLetters,,I,Object,7DF6EFD6A09E8FBBC29BCE7C9BF37CD7,None
Iron,Железо,,WordsStartingWithLetters,,I,Object,7D685AD932C69A8E305D2CFBC707F62C,None
Idol,Кумир,,WordsStartingWithLetters,,I,Object,FBA9C0F6512BC294D225AD126CF26008,None
Image,Изображение,,WordsStartingWithLetters,,I,Object,AB1F15416A18F463DCC9F03257A73A9A,None
Jig,Джиг,,WordsStartingWithLetters,,J,Object,450EB7EC0B41C3C615AA92FC069A8004,None
Fan,Вентилятор,,WordsStartingWithLetters,,F,Object,58908EA03D1EAC928385C3652C2274F0,None
Flag,Флаг,,WordsStartingWithLetters,,F,Object,A7360EA74F8DC00ACCBC1C01AAAB2AE9,None
Tree,Дерево,,WordsStartingWithLetters,,T,Object,D02E2C12C3EAED7EDE3E135A7200AEB5,None
Towel,Полотенце,,WordsStartingWithLetters,,T,Object,181F9F310B7870B8394B78AC1C129A82,None
Top,Вершина,,WordsStartingWithLetters,,T,Object,F2DDB933A981027B2FBF2D2FBC2ED10F,None
Witch,Ведьма,,WordsStartingWithLetters,,W,Object,EBE466F28BB9A9C612B21753034159E7,None
,#VALUE!,,,Magic,,Background,,None
,#VALUE!,,,Singing,,Background,4295C2E5A0DA4AF5E63F2C65FF00ABB9,None
,#VALUE!,,,Space,,Background,7EAD3797D75FAF6AE52550537F4B7F00,None
,#VALUE!,,,Builging Blocks,,Background,4414E8E399D51CC98263493382EDC39E,None
,#VALUE!,,,Singing,,Background,6CDFB640B04D12F6ED90EE046FEC1E51,None
,#VALUE!,,,Dancing,,Background,A6C66578C7E2D9CB7191437FF2FFD56B,None
,#VALUE!,,,Dancing,,Background,,None
,#VALUE!,,,Dancing,,Background,DC7755EF85483DCCE4CBF4F60DA49984,None
,#VALUE!,,,Dancing,,Background,91B84E03C1BE32EB61795A36E3C37FB4,None
,#VALUE!,,,Magic,,Background,1B4F88BFA36D1DBE61E5E4F15DC7BD80,None
,#VALUE!,,,Cars,,Background,27E7C3ED76C1E314A8FAD47E2DC07106,None
,#VALUE!,,,Cars,,Background,40DE694FEBA91F62D0EEF5A763B3EEB4,None
,#VALUE!,,,Animals,,Background,8A0DC4D2ED73AA4054C1198BDD97FC45,None
,#VALUE!,,,Singing,,Background,,None
,#VALUE!,,,Singing,,Background,4940B7634F6CCCC9937DA734476FBC98,None
,#VALUE!,,,Singing,,Background,33C539DA88F487F12701F8D6B33AE625,None
,#VALUE!,,,Adventures,,Background,096E1B85E74D10D4CCB85958328A1F38,None
,#VALUE!,,,Videogames,,Background,896F87932E54783AC19427E5B07B2132,None
,#VALUE!,,,Nature,,Background,D255C8C0E0DEEE8E661876B0B9854854,None
,#VALUE!,,,Nature,,Background,44A85C32A8BA045393ACC986C8FA9DA0,None
,#VALUE!,,,Dinosaurces,,Background,533319812BCD97927E79F4CB19EF41DA,None
,#VALUE!,,,Dinosaurces,,Background,032439BAFA5BDA37BA1F2A34C79A7868,None
,#VALUE!,,,Dancing,,Background,F0A8CB12AFF06AFDB89CEA206E4D4611,None
,#VALUE!,,,Magic,,Background,96C21E597287DFCD87E27E439F76A97D,None
,#VALUE!,,,Magic,,Background,53154D3CA4EF40E979D08417F4E4D9BF,None
,#VALUE!,,,Space,,Background,66E4E17C0A2F86636B416059E6112D4D,None
,#VALUE!,,,Animals,,Background,05E54E76B2C6E222C99E22C767A2251A,None
,#VALUE!,,,Nature,,Background,31B0A69F3065D59FFCF1B6BA7B66228F,None
,#VALUE!,,,Dinosaurces,,Background,B9BA251AB1F2C857E0CF5BA7D5BF01CB,None
,#VALUE!,,,Dancing,,Background,F36AE744E888DE35A637AB5B9DF9C7F8,None
,#VALUE!,,,Dancing,,Background,79904538A2FAB5DCDF2DFE4B7680B130,None
,#VALUE!,,,Space,,Background,84DE89086F67DC03F75CEE90FB949DEE,None
,#VALUE!,,,Space,,Background,B15CFA60B3071432B82BD9D1092A5C09,None
,#VALUE!,,,Space,,Background,,None
,#VALUE!,,,Space,,Background,5F910F7EDC45ED8913307E586FB1875B,None
,#VALUE!,,,Space,,Background,61E5ADEA41E157EAC01531419CA09E46,None
,#VALUE!,,,Space,,Background,04E919E188FC3CBE6AC3619AADC945C9,None
,#VALUE!,,,Space,,Background,EB99293B967FD88816BA9CE9840C5326,None
,#VALUE!,,,Space,,Background,A4C5D88B5C7FFCC12DD35B6455D1F227,None
,#VALUE!,,,Space,,Background,750C2F0B1B7305F83008E8A0BEEED52A,None
,#VALUE!,,,Space,,Background,7EC755DD44996900008006270E8EBE7F,None
,#VALUE!,,,Space,,Background,350F2FB8590331369F899254F14B11D2,None
,#VALUE!,,,Cars,,Background,1C2FDD0C4E98B24E7B69FF6548BC0421,None
,#VALUE!,,,Cars,,Background,E9579D58627F9CA215055B4E054549BA,None
,#VALUE!,,,Cars,,Background,,None
,#VALUE!,,,Cars,,Background,F199FE8E5000218FED770649A14FBF9D,None
,#VALUE!,,,Cars,,Background,FF38AA6A53B1A2B64C3E4B7CDFE773CC,None
,#VALUE!,,,Cars,,Background,EA8B9EAD13F44CE170385F69FE73A27D,None
,#VALUE!,,,Cars,,Background,87E6C7E7B45C7B252C2F8FECB1DA80EC,None
,#VALUE!,,,Cars,,Background,8FD748F2AB078B0794B779B8EE71D6CC,None
,#VALUE!,,,Drawing,,Background,7151C4008C0EDCFEB74CBF5751F1F7C7,None
,#VALUE!,,,Drawing,,Background,1661B0B90AB07A61D7BC4809ADD8D7A3,None
,#VALUE!,,,Drawing,,Background,1E90C925AF5DA376216FC00A1B74BCDF,None
,#VALUE!,,,Builging Blocks,,Background,A46B8D0137C867BAC411176E655512D4,None
,#VALUE!,,,Builging Blocks,,Background,066A1C6E44D7E6BCEDDE5C3E92B754F0,None
,#VALUE!,,,Builging Blocks,,Background,515D8C7F32DCB71650FE25514F854567,None
,#VALUE!,,,Animals,,Background,68EDA0B0331991C1B6A0120D343C003A,None
,#VALUE!,,,Animals,,Background,5035DAD9F40D172184F01D0F5371A718,None
,#VALUE!,,,Animals,,Background,,None
,#VALUE!,,,Animals,,Background,,None
,#VALUE!,,,Animals,,Background,8EDABEC3D4A68728B84EEE5D534741B1,None
,#VALUE!,,,Singing,,Background,960F38095B776CBC3B3B0A2EEF5A11CB,None
,#VALUE!,,,Singing,,Background,481C6183FC9AC8061D433CB7FD30A075,None
,#VALUE!,,,Singing,,Background,,None
,#VALUE!,,,Adventures,,Background,59DBAD1C200F988B61D02DDC39F06E08,None
,#VALUE!,,,Adventures,,Background,E3A14FCE3F4FBBD748F67C31296850F7,None
,#VALUE!,,,Adventures,,Background,22CD94F93C5EF590B530034E16E5BB7C,None
,#VALUE!,,,Videogames,,Background,F0DDC3C25538E2267FC371D7D99C8BB0,None
,#VALUE!,,,Videogames,,Background,9641EC9837DAE22C45E9BCCF5D11DE1B,None
,#VALUE!,,,Experiments,,Background,32F95C36FBF87CC0E51C1D741E733B78,None
,#VALUE!,,,Experiments,,Background,C6240EC43998C786DFD49713DDD433C0,None
,#VALUE!,,,Science,,Background,,None
,#VALUE!,,,Science,,Background,0141FBC5D582B783AEF37008442C250A,None
,#VALUE!,,,Dinosaurces,,Object,77F8146A7CC4C5A6F6D9D15C91BAD223,None
,#VALUE!,,,Cars,,Object,3F7A71701D87E8AC014591B48B43EA43,None
,#VALUE!,,,Drawing,,Object,A865578BCA345DB0AEAB44E104A75D4C,None
,#VALUE!,,,Builging Blocks,,Object,387A54A2A0ACF8E63D6D4F6D23339FE6,None
,#VALUE!,,,Singing,,Object,16952DF2BBD70A48720429FADF86FF42,None
,#VALUE!,,,Singing,,Object,B0C4AF6DCE0C91401E16DA8DF32085A2,None
,#VALUE!,,,Candy,,Object,9866F2F4A8DB6813189B033AE1FED700,None
,#VALUE!,,,Nature,,Object,E2AC931F6BBEF4247F016F77BB2A69FB,None
,#VALUE!,,,Cartoon monsters,,Object,45CEB3E2FEB4A2A304107CC5499022A5,None
,#VALUE!,,,Cartoon monsters,,Object,8D296FCA05239BB86129F575CE11D5FC,None
,#VALUE!,,,Cartoon monsters,,Object,662CEFBB0A48A1397852E502BC5A73A9,None
,#VALUE!,,,Dinosaurces,,Object,53D17C147659BF09FEF753D341D6B749,None
,#VALUE!,,,Dinosaurces,,Object,346484D2046C2E26CAEFF6C80ED0AB88,None
,#VALUE!,,,Dinosaurces,,Object,B3D913EE9EA8C1B9A478E1E52CFD87DB,None
,#VALUE!,,,Dinosaurces,,Object,2E38D704F6A8799E355A043CE35A02ED,None
,#VALUE!,,,Dancing,,Object,6DE03F8A2BF8D68EBCC97F2E6683A569,None
,#VALUE!,,,Dancing,,Object,DD07680517BB040CC52F839D1B318725,None
,#VALUE!,,,Magic,,Object,BB10DEFA6CB336A9342CE5538355CBB4,None
,#VALUE!,,,Magic,,Object,772E93DD390228DADC55D00C98EED214,None
,#VALUE!,,,Magic,,Object,950E3677239D6F6F6E57F168AE2F3A06,None
,#VALUE!,,,Magic,,Object,BF66FD8896110A06477CFDC153AB5238,None
,#VALUE!,,,Magic,,Object,7BABF14950A6B4353C71EF034D0CF672,None
,#VALUE!,,,Space,,Object,681C57178379A2B996BF236FCAE317B2,None
,#VALUE!,,,Space,,Object,9FA180A9E7911D4003464470DE991DFA,None
,#VALUE!,,,Cars,,Object,FB829EDD6DA078D29D98F0875155F588,None
,#VALUE!,,,Cars,,Object,3FDF0DC7784F9979B0915540E3C04B13,None
,#VALUE!,,,Cars,,Object,AB710409BCB8EAEB062906C326E8D278,None
,#VALUE!,,,Cars,,Object,4C2BFC55DFE8BD04237568D405783B5D,None
,#VALUE!,,,Drawing,,Object,098E66D7182952B5B590B1EDD94673DD,None
,#VALUE!,,,Drawing,,Object,7E049F4360644A7A389FA05F26615541,None
,#VALUE!,,,Builging Blocks,,Object,6D658D95652F1FB64817F22675E4811A,None
,#VALUE!,,,Builging Blocks,,Object,926ABD50123CC884E037D3329F352256,None
,#VALUE!,,,Builging Blocks,,Object,84A5A45DD4BC11431E1940700560C9FE,None
,#VALUE!,,,Animals,,Object,5B39E1ADC6FC6079BDB153C242BB9393,None
,#VALUE!,,,Animals,,Object,CB3C9023884F91D8C45C8A478817AD22,None
,#VALUE!,,,Animals,,Object,92D7C3863AE7260CED5AE4A381188AAC,None
,#VALUE!,,,Singing,,Object,C9A3B323236766567C78167C81442861,None
,#VALUE!,,,Singing,,Object,AE30AB6C73E639A94ECAD47505206131,None
,#VALUE!,,,Singing,,Object,6818B459845B8C7B41A8F2BD6A3C2E55,None
,#VALUE!,,,Singing,,Object,DD9654C9B5517AE03E7CF1ADDF5B9D0A,None
,#VALUE!,,,Adventures,,Object,775A97D6DBB9DCB9A4D9E00133D695B1,None
,#VALUE!,,,Adventures,,Object,ECBF3AFBB9D8CB2DEEE3AB17E11DEA5E,None
,#VALUE!,,,Adventures,,Object,BEDC6E7FD2EA89DE58439D024F8800FD,None
,#VALUE!,,,Adventures,,Object,2E86736C0846F9322227D9DAE4FBD98F,None
,#VALUE!,,,Adventures,,Object,13C0A716B24BBE8066FF77AA12D1EA06,None
,#VALUE!,,,Adventures,,Object,FEDB4B49A624DD8186F3CD03FB5D7CE8,None
,#VALUE!,,,Videogames,,Object,2EBF5F651735172C26466D5356EBE85E,None
,#VALUE!,,,Videogames,,Object,364AC51B911DAB4987BB06571E8C991C,None
,#VALUE!,,,Videogames,,Object,BC544DB6EABE2D233538FEA1B7FD0916,None
,#VALUE!,,,Videogames,,Object,9B4109386E11599E9B1D9F83821B9857,None
,#VALUE!,,,Videogames,,Object,BC342EE164761F7E6D384F401B72F103,None
,#VALUE!,,,Experiments,,Object,9F43F8E6D294FC6CC0F41D24A746E1F7,None
,#VALUE!,,,Experiments,,Object,5B34F2394EC58EB50F495E40CC6303DD,None
,#VALUE!,,,Experiments,,Object,DDFF3711D88D2719096F8A16CD45B4B2,None
,#VALUE!,,,Experiments,,Object,FF3B4660792E765ABE7E7A56BE74B8A8,None
,#VALUE!,,,Experiments,,Object,7DD8175866B0AA84D5C7028EA071ADA8,None
,#VALUE!,,,Candy,,Object,B358AAEBAAEE4C35175BFCF49B1C60F6,None
,#VALUE!,,,Candy,,Object,191F7DAF483B53AC2DCFE02C6AD3B3D5,None
,#VALUE!,,,Candy,,Object,A92C1B89142DE43359F431C73EB5219A,None
,#VALUE!,,,Candy,,Object,B864D16B910068B80C22DAF51363BCED,None
,#VALUE!,,,Nature,,Object,C3AEB1907AE28C56274658549ECF4DCD,None
,#VALUE!,,,Nature,,Object,12009F2E83760FB747B03B1651C8C89F,None
,#VALUE!,,,Nature,,Object,EE90172CC93873F8B2FA4877B36DDA14,None
