Object,Postage Stamp,РџРѕС‡С‚РѕРІР°СЏ РјР°СЂРєР°,,Profession,Mail carrier,C8F6D030E746A5F6DDB20508F33A20FD,Correct
Object,motor oil,РђРІС‚РѕРјРѕР±РёР»СЊРЅРѕРµ РјР°СЃР»Рѕ,,Profession,Mechanic,CBBAF7DA31C4EA03AFE778638316C5C0,Correct
Object,Airplane,РЎР°РјРѕР»РµС‚,,Profession,Pilot,FE662E4D3B681ECF1B56CA47F53D0176,Correct
Object,Pilot dashboard,РџСЂРёР±РѕСЂРЅР°СЏ РїР°РЅРµР»СЊ РїРёР»РѕС‚Р°,,Profession,Pilot,36323F6F2D603000986A93952357A0EC,BadImage
Object,adjustable spanner,Р Р°Р·РІРѕРґРЅРѕР№ РєР»СЋС‡,,Profession,Plumber,9A8D0FB7FC50CA0A10970B717743B461,Correct
Object,Water Pipeline,Water pipeline,,Profession,Plumber,3FE147FFB987DF1163BBD99815E242C8,Correct
Object,video camera,РљР°РјРµСЂР° РґР»СЏ СЃСЉРµРјРєРё С„РёР»СЊРјРѕРІ,,Profession,ActorActress,B124D32EB283AA6D789B844D3C5F849E,Correct
Object,Potholder,РџСЂРёС…РІР°С‚РєР°,,Profession,Baker,E7191EDAD2C5321BFDF2731062196130,Correct
Object,duffel bag,РЎРїРѕСЂС‚РёРІРЅР°СЏ СЃСѓРјРєР°,,Profession,Coach,BB144E4D0ECB6CDB330AB3C41FC9ACB2,Correct
Object,medical bandage,Р‘РёРЅС‚,,Profession,Doctor,88703C87500874F2E08361060BE81916,Correct
Object,Fishing rod,РЈРґРѕС‡РєР°,,Profession,Fisherman,D04A82922A099413E7EF06A7CBE18E98,Correct
Object,The wig of the judge,РџР°СЂРёРє СЃСѓРґСЊРё,,Profession,Judge,BBEB3CBCC1A41AC7F9130B7040E359B6,Correct
Object,Car Jack,Р”РѕРјРєСЂР°С‚,,Profession,Mechanic,5650DC781C69574FDF3219EBC7664EF5,Correct
Object,Umbrella flash,Р¤РѕС‚РѕР·РѕРЅС‚,,Profession,Photographer,BE83A2132DB27FF82B3FD7CF1CF998C3,Correct
Object,Police radio,Р Р°С†РёСЏ,,Profession,Police officer,A8B8B6782309D7A1B4BDE35CEB5DAAEA,Correct
Object, Moon rover,РљРѕСЃРјРёС‡РµСЃРєР°СЏ РµРґР°,,Profession,Astronaut,5865F4B04F7A275FEB3DCDC0268BA427,Correct
Object,Bath,РЎРёС„РѕРЅ,,Profession,Plumber,6902464F06363554BADAD65A50877785,Correct
Object,The wheel of a racing car,Р›РёРЅРёСЏ С„РёРЅРёС€Р° РёР»Рё РљСѓР±РѕРє,,Profession,Race car driver,6F4D187AD19A1CD00D2300BDA9A77395,Correct
Object,Stage,РЎС‚Р°С‚СѓСЌС‚РєР° РћСЃРєР°СЂ,,Profession,ActorActress,B97D1083BB47025E4C80060EE3B0EE10,Correct
Object,ship's wheel,РЎРїРѕСЂС‚РёРІРЅС‹Рµ РјР°С‚С‹,,Profession,Ship captain,DEFA05C9C80770B62D791C0D18C95FCA,Correct
